Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6
1558216800.0 5.3 230 0 NA NA NA NA 690 0 NA NA NA NA 1089 299 NA NA NA NA 1606 521 NA NA NA NA
1558216800.0 5.6 317 0 NA NA NA NA 690 0 NA NA NA NA 1212 312 NA NA NA NA 1471 493 NA NA NA NA
1558216800.0 5.7 332 0 NA NA NA NA 686 0 NA NA NA NA 952 315 NA NA NA NA 860 562 NA NA NA NA
1558216800.0 503.0 44 0 NA NA NA NA 87 0 NA NA NA NA 281 162 NA NA NA NA 683 399 NA NA NA NA
1558216800.0 504.0 47 0 NA NA NA NA 87 0 NA NA NA NA 132 101 NA NA NA NA 319 619 NA NA NA NA
1558216800.0 505.0 45 0 NA NA NA NA 88 0 NA NA NA NA 202 143 NA NA NA NA 1460 589 NA NA NA NA
1558216800.0 506.0 45 0 NA NA NA NA 88 0 NA NA NA NA 200 158 NA NA NA NA 487 332 NA NA NA NA
1558216800.0 507.0 36 0 NA NA NA NA 85 0 NA NA NA NA 228 161 NA NA NA NA 426 377 NA NA NA NA
1558216800.0 508.0 42 0 NA NA NA NA 86 0 NA NA NA NA 195 155 NA NA NA NA 393 488 NA NA NA NA
1558216800.0 509.0 40 0 NA NA NA NA 86 0 NA NA NA NA 174 139 NA NA NA NA 800 514 NA NA NA NA
1558216800.0 510.0 37 0 NA NA NA NA 88 0 NA NA NA NA 317 144 NA NA NA NA 801 733 NA NA NA NA
1558216800.0 511.0 43 0 NA NA NA NA 92 0 NA NA NA NA 10261 156 NA NA NA NA 11505 387 NA NA NA NA
1558216800.0 514.0 24 46 0 NA NA NA 68 94 0 NA NA NA 408 220 164 NA NA NA 1153 584 666 NA NA NA
1558216800.0 517.0 19 38 0 NA NA NA 64 94 0 NA NA NA 936 208 153 NA NA NA 1913 374 252 NA NA NA
1558216800.0 520.0 19 43 0 NA NA NA 64 94 0 NA NA NA 959 215 159 NA NA NA 1798 684 326 NA NA NA
1558216800.0 523.0 22 58 0 NA NA NA 68 105 0 NA NA NA 616 182 107 NA NA NA 959 295 416 NA NA NA
1558216800.0 524.0 22 43 0 NA NA NA 69 94 0 NA NA NA 835 144 109 NA NA NA 1210 243 490 NA NA NA
1558216800.0 527.0 19 42 0 NA NA NA 64 95 0 NA NA NA 925 222 161 NA NA NA 1472 423 375 NA NA NA
1558216800.0 530.0 19 43 0 NA NA NA 64 92 0 NA NA NA 943 210 162 NA NA NA 1452 678 356 NA NA NA
1558216800.0 531.0 46 0 NA NA NA NA 196 0 NA NA NA NA 199 160 NA NA NA NA 566 407 NA NA NA NA
1558216800.0 534.0 43 0 NA NA NA NA 105 0 NA NA NA NA 261 142 NA NA NA NA 993 295 NA NA NA NA
1558216800.0 535.0 93 0 NA NA NA NA 187 0 NA NA NA NA 3512 145 NA NA NA NA 1563 239 NA NA NA NA
1558216800.0 541.0 49 0 NA NA NA NA 102 0 NA NA NA NA 224 157 NA NA NA NA 604 344 NA NA NA NA
1558216800.0 545.0 50 0 NA NA NA NA 97 0 NA NA NA NA 227 143 NA NA NA NA 891 658 NA NA NA NA
1558216800.0 551.0 19 36 0 NA NA NA 68 92 0 NA NA NA 816 184 138 NA NA NA 1476 751 377 NA NA NA
1558216800.0 552.0 19 38 0 NA NA NA 64 93 0 NA NA NA 936 210 156 NA NA NA 1676 597 270 NA NA NA
1558216800.0 554.0 19 46 0 NA NA NA 64 93 0 NA NA NA 1601 211 155 NA NA NA 2160 605 273 NA NA NA
1558216800.0 555.0 19 37 0 NA NA NA 64 92 0 NA NA NA 1081 203 154 NA NA NA 1772 400 270 NA NA NA
1558216800.0 556.0 19 44 0 NA NA NA 68 94 0 NA NA NA 390 212 153 NA NA NA 1035 380 258 NA NA NA
1558216800.0 560.0 43 0 NA NA NA NA 88 0 NA NA NA NA 213 157 NA NA NA NA 645 275 NA NA NA NA
1558216800.0 561.0 37 0 NA NA NA NA 89 0 NA NA NA NA 215 161 NA NA NA NA 493 343 NA NA NA NA
1558216800.0 7.0 54 159 161 55 0 NA 117 585 238 115 0 NA 1644 414 682 370 286 NA 1612 606 920 389 435 NA
1558216800.0 7.1 60 100 171 65 0 NA 121 583 251 117 0 NA 1451 320 436 237 317 NA 1405 330 577 565 499 NA
1558216800.0 7.22 70 132 198 61 0 NA 130 551 291 113 0 NA 1066 356 661 447 284 NA 798 432 672 739 458 NA
